	N120A	N123A	N124A	N126A	N130A	N131A	N137A	N138A	N140A	N141A	N142A	N144A	N145A	N146A	N148A	N149A	N150A	N151A	N152A	N153A	N154A	N156A	N157A	N158A	N160A	N161A	N162A	N163A	N165A	N166A	N169A	N170A	N171A	N172A	N173A	N175A	N176A	N177A	N178A	N179A	N180A	N181A	N182A	N183A	N185A	N186A	N187A	N188A	N189A	N190A	N192A	N197A	N199A	N200A	N201A	N202A	N203A	N204A	N205A	N208A	N209A	N210A	N211A	N212A	N214A	N215A	N216A	N219A	N220A	N221A	N222A	N223A	N224A	N226A	N228A	N229A	N230A	N232A	N233A	N234A	N237A	N238A	N239A	N240A	N242A	N244A	N245A	N246A	N248A	N250A	N251A	N252A	N254A	N255A	N257A	N260A	N261A	N262A	N263A	N264A	N265A	N267A	N268A	N270A	N153AA
IBP3	8.04384754	5.669593751	8.012903833	6.565292521	7.122051448	5.658211483	6.330916878	6.773468928	6.292781749	7.014578465	6.839203788	5.153805336	5.694880193	6.537606691	5.469234794	7.023477152	7.993221467	5.300123725	6.385431037	5.700439718	6.197708158	6.361066489	6.217230716	5.862947248	8.60399717	5.599912842	6.153805336	6.454504938	5.581953751	8.369379235	7.842978832	6.247927513	7.507001733	7.384567923	5.649615459	8.446669787	7.155830172	5.602884409	8.208965886	7.957682486	7.243173983	8.627169061	6.622051819	7.687900522	4.781359714	8.103812329	8.184379486	5.070389328	5.5360529	7.958262697	5.930737338	6.786596362	7.270528942	8.386724741	4.626439137	7.375039431	4.733354341	6.303780748	7.195741293	5.078951341	6.783980414	5.01346226	5.972692654	8.374604819	5.87282876	7.346070441	6.783980414	6.230741003	6.704595348	6.903279342	7.093813673	5.632268215	6.249824549	7.083213368	6.930737338	6.633721813	6.477353527	7.053111336	7.081083929	6.549977143	5.974988112	5.963474124	5.918863237	6.876516947	5.388878339	7.753551055	5.504620392	5.817623258	5.837943242	7.614709844	6.701826258	5.705977902	7.974988112	4.817623258	6.044394119	6.935459748	5.714245518	8.526303606	6.17990909	5.569855608	4.930737338	7.880807948	7.023477152	5.714245518	6.705977902
IBP5	8.490650349	5.64385619	7.499048598	6.357552005	6.474111514	5.730639956	7.145677455	6.303780748	5.026800059	7.299208018	7.106432078	5.22881869	7.478162893	6.020146573	4.906890596	6.54225805	8.124638314	5.125155131	6.48864354	5.778734244	6.078951341	6.044394119	6.076815597	5.95419631	8.173926932	5.632268215	6.619119511	5.832890014	4.911691582	7.981281854	7.417852515	5.339850003	6.988684687	7.050936965	5.773468928	8.657139777	7.539158811	6.09592442	7.153805336	7.940754047	7.767522386	8.179411523	4.632268215	7.856736756	5.255500733	6.934280594	7.875902903	4.560714954	5.240314329	8.935754386	6.123086751	5.746850183	6.685099172	8.032321287	4.566815154	6.827819025	5.578938713	5.935459748	8.321026129	4.452858965	6.509379149	4.887525271	5.416164165	7.463524373	5.057450272	6.876516947	5.815063017	6.183883459	5.700439718	6.988684687	7.13442632	7.6395216	7.268658955	6.655351829	6.859224162	6.387155718	5.862947248	5.820178962	6.676662335	8.790837187	5.346956889	4.95419631	5.10433666	7.518062976	5.94016675	7.658211483	4.749534268	4.672425342	5.501439145	6.762880293	5.357552005	5.070389328	8.491452292	4.842978832	5.741466986	8.661421833	5.09592442	7.613236955	5.791814071	5.669593751	4.263034406	6.469234794	7.189824559	5.22881869	6.424586226
IBP6	7.53838296	6.787902559	5.914086097	7.231701199	7.063934306	6.679999495	7.601399391	7.1791375	3.678071905	6.803398214	8.355351096	6.307428525	8.205060111	7.645298164	6.875288598	7.608809243	6.469234794	7.23457796	7.042462377	6.741144528	8.38024459	6.867424745	7.76420813	7.235535607	6.133399125	7.009120227	7.310158318	6.949435428	5.669593751	6.30802296	6.62705803	5.776103988	6.924812504	6.808642468	6.002188842	6.697662633	7.524345816	6.857980995	6.589701084	6.947332857	6.744161096	6.588032988	6.048759312	6.316507819	7.684397984	7.076005797	6.881419908	7.01234519	4.285402219	6.301953395	6.388878339	7.002252452	5.980815082	6.388878339	5.517275693	5.909293086	5.918863237	5.832890014	7.41869595	8.111408882	6.348728154	7.082149041	7.620769739	7.116863758	5.929178277	7.27516762	6.076815597	6.223036338	6.397460726	7.12722055	4.412781525	7.265849421	8.696619847	5.781359714	6.551099834	6.208582	6.320123598	6.773468928	7.157852169	6.632268215	5.711494907	7.337389132	5.926738051	6.167919866	7.701214921	6.173926932	6.560956943	7.578183968	5.655351829	4.727920455	4.590961241	7.246027981	6.521992956	6.054479147	8.294161219	7.394891366	6.441284272	6.593951284	3.786596362	6.259272487	6.048759312	6.614709844	8.09592442	6.325530332	7.484621527
IBP7	7.237448996	5.804776378	6.323730338	4.638073837	4.935459748	4.517275693	3.963474124	6.683696454	4.285402219	6.920055055	7.800252806	4.285402219	5.981852653	4.807354922	4.321928095	8.191799501	5.449561375	6.632268215	5.925999419	5.783980414	6	5.526694846	5.48864354	4.749534268	6.085339669	7.186857067	4.733354341	7.534497434	5.520422249	5.197708158	5.06608919	6.159871337	6.06608919	4.626439137	2.925999419	5.141596278	6.279842694	5.498250868	4.026800059	6.475733431	6.531381461	6.318316841	5.416164165	6.290940402	4.292781749	5.837943242	6.417852515	3.689299161	4.321928095	5.529820947	6.307428525	4.121015401	4.882643049	5.963474124	4.817623258	5.307428525	6.400879436	6.257387843	6.312882955	4.161887682	6.718361626	4.112700133	7.278914019	7.092757141	6.053111336	5.177917792	7.025693274	4.578938713	6.627898616	6.091699834	5.532940288	6.928370323	6.553053253	5.770829046	6.320123598	6.493455201	5.137503524	7.007868243	6.712870868	6.587964989	6.053111336	4.321928095	4.949534933	5.388878339	5.332707934	6.048759312	3.666756592	4.044394119	3.700439718	4.749534268	3.153805336	5.240314329	4.981852653	4.017921908	7.346070441	5.008988783	6.224966365	4.044394119	4.54225805	5.385431037	3.857980995	4.419538892	6.630813152	7.14363831	6.642412773
ITA1	7.189824559	5.933100475	7.348728154	6.330916878	6.205548911	4.765534746	6.875288598	6.157852169	6.531381461	5.776103988	7.710117632	6.189824559	6.871597266	6.995876317	6.401607997	6.431288654	6.301953395	6.269204505	6.51412226	6.968090752	6.678071905	5.09592442	5.520422249	6.250144526	6.740118043	6.762880293	6.141596278	6.125155131	6.83541884	7.285402219	6.449561375	5.266786541	6.242221395	6.357552005	5.638073837	6.076815597	5.608809243	7.246027981	5.517275693	6.008988783	5.977279923	6.965784285	5.289096702	6.815063017	6.705977902	6.894817763	6.608809243	5.314696526	6.851749041	6.54689446	6.17990909	6.655351829	6.385431037	7.133399125	6.290940402	5.925999419	6.43629512	6.602884409	6.710117632	6.121015401	6.965784285	6.246429742	6.598424761	6.493455201	6.133399125	7.439623138	5.760220946	6.469234794	6.263034406	6.112700133	7.769507291	6.683696454	6.311067102	6.82527683	7.163901214	7.041111535	6.12722055	6.046578367	6.316507819	7.096978636	6.226893814	4.911691582	6.211401637	7.196725061	8.524737587	6.635173947	6.246027981	5.664589846	6.093813673	6.38024459	5.10433666	7.9489512	6.521992956	6.887525271	6.682292371	5.385431037	5.99095486	7.019034669	6.568336182	5.974988112	6.905687849	7.107478647	7.705977902	7.131342539	6.826548487
ITB1	7.004501392	6.584962501	7.63008507	6.171927354	5.749534268	6	5.754887502	6.307428525	6.422905743	6.189824559	6.683696454	6.181897643	7.241268177	6.167919866	5.472487771	6.520422249	6.860466259	5.993221467	6.54689446	6.392317423	6.412781525	5.638073837	6.106432078	5.930737338	6.760220946	6.659639187	6.861707287	6.549977143	6.995484519	7.297374861	6.712870868	6.108524457	6.336283388	6.736063628	5.984133595	7.237448996	5.385431037	6.085339669	6.366322214	5.736063628	6.649615459	6.768184325	6.51412226	6.669593751	5.495055528	6.773468928	6.543805176	5.100136671	5.692092375	6.503030646	5.995484519	6.100136671	6.355791547	6.658211483	5.850499414	6.485426827	6.787902559	6.662490364	6.73470962	6.272396509	6.910492832	5.768184325	6.54225805	6.719731057	6.469234794	6.99095486	6.133399125	5.94016675	6.54689446	5.247927513	7.407692649	6.716990894	6.451211112	7.115823977	6.754887502	6.916476644	6.020146573	6.48058827	6.894817763	7.086401646	7.304693557	5.221103725	6.171927354	7.324630615	8.255500733	6.871597266	6.556122818	5.048759312	6.808642468	6.690696444	5.469234794	6	6.905687849	6.334496768	6.185866545	6.773468928	5.343407822	7.146695948	6.044394119	6.205548911	5.686500527	6.95419631	6.6794801	7.251719093	7.073606041
ITB2	5.361066489	3.378511623	6.961160258	6.309248961	6.664976424	5.008988783	6.917670434	8.082681303	6.454504938	6.108524457	4.76863445	5.638359309	6.543805176	3.754887502	5.343407822	6.649615459	6.632268215	6.125155131	6.846744023	7.720415285	5.388878339	5.897240426	4.972692654	5.663913842	6.584962501	3.99095486	7.812498225	5.686500527	8.293701542	6.352264173	4.857980995	8.085339669	6.733354341	8.232181058	9.233619677	6.244125943	6.448814843	5.314696526	7.346956889	6.373300197	6.700439718	6.177917792	8.7370783	5.972865663	6.474111514	6.253611152	6.993948163	6.14974712	7.212374788	7.566054038	6.098032083	5.830356747	6.963474124	6.799605422	7.702582189	7.17990909	6.061776198	8.236492618	5.894817763	7.122051448	6.58044702	6.469234794	5.87282876	6.055282436	6.54225805	6.87282876	7.6794801	5.683696454	6.898450233	5.678071905	7.28169825	6.587964989	7.387155718	6.426264755	7.642412773	7.396604781	7.265849421	7.400879436	5.51412226	5.857980995	9.407480222	8.00506308	7.955940451	6.885086225	5.587964989	6.521992956	8.750204509	5.776103988	8.700786478	6.605849867	5.802193217	3.277984747	6.632268215	8.453270634	8.563386966	7.478971805	8.069315495	5.947198584	7.499845887	5.564123905	5.329123596	7.207502459	6.747567225	6.399171094	5.325324742
ITB3	5.781359714	5.875288598	7.454504938	6.891176125	7.494255587	5.947198584	6.477353527	7.160879862	7.795065583	5.285402219	6.465974465	6.617651119	6.498250868	5.364572432	4.672425342	6.177917792	7.676662335	5.426264755	6.301953395	5.993221467	6.554588852	5.491853096	5.675251386	7.255500733	7.939579214	5.590961241	7.947198584	6.348728154	8.061236166	6.0725346	6.357552005	6.607330314	6.414473836	7.554588852	7.787249608	6.548436625	6.782670659	5.958842675	8.847370601	7.256444596	6.622051819	7.631540867	8.798309782	6.366322214	5.402585758	6.004501392	6.037821465	5.61176256	6.279842694	6.303780748	5.857980995	6.554588852	6.364572432	5.722466024	6.211401637	6.332707934	5.817623258	6.789207575	6.58044702	5.99095486	6.201633861	6.98982022	6.422905743	5.40599236	6.223036338	6.927185358	7.447909749	6.385431037	6.587964989	5.918863237	7.124121312	5.14974712	5.566815154	6.904484098	6.772149591	7.011227255	6.203592714	6.491853096	6.914086097	7.706668682	8.87282876	6.663913842	6.678071905	7.144658243	7.368069877	6.569855608	8.857980995	5.626439137	7.837943242	8.356231863	7.224001674	5.904484098	6.002252452	6.343407822	6.888743249	6.599912842	6.554588852	8.687900522	6.875288598	6.483815777	5.121015401	7.230741003	6.905687849	6.28169825	6.301953395
ITGBL	7.740118043	6.181964885	7.162894799	5.632268215	5.981852653	5.255500733	6.076815597	6.680886921	5.916727435	6.608809243	7.8008999	4.921245889	6.287250643	6.2530756	6.117348279	7.650333754	5.993221467	6.478136419	6.744161096	6.62497818	5.744161096	5.963474124	5.91367813	6.371197647	6.856736756	7.0725346	7.032321287	6.560714954	5.416164165	8.006746832	6.627898616	6.427941333	6.605849867	5.993221467	4.852997588	6.321928095	7.05853297	6.420273934	3.432959407	7.368069877	7.321026129	6.987548259	6.055282436	6.465974465	6.102238194	6.958842675	6.876516947	7.047373149	7.025693274	7.981281854	6.534497434	6.159871337	6.339850003	6.474111514	6.434628228	6.28169825	6.21639772	6.285402219	7.199672345	5.346956889	6.646738698	6.485045172	6.504620392	6.676662335	6.50779464	6.997744026	6.362820526	6.085339669	6.578938713	7.206526016	6.203592714	6.916476644	6.5360529	6.246027981	6.053111336	6.951867504	6.153805336	6.906890596	6.341630009	7.443772393	6.969242604	6.563768278	6.483815777	6.607330314	6.0725346	6.48703608	5.714245518	6.208280787	5.399171094	5.173926932	5.916476644	6.173168367	6.61176256	5.760220946	7.187846909	6.885086225	5.307428525	5.99095486	6.692092375	6.070389328	6.053144398	6.394033895	7.094869433	6.416164165	7.529820947
ITIH1	6.357552005	7.084276911	6.806066226	6.226893814	6.289096702	7.270528942	7.326429487	6.916476644	6.556122818	6.897240426	5.970393538	6.894817763	6.475733431	7.34251919	6.62497818	6.057450272	7.30103885	6.721099189	6.323730338	5.478971805	5.752213368	6.818901676	7.787249608	7.248876343	6.272396509	6.40599236	5.760220946	5.930737338	6.197708158	6.48058827	7.03562391	6.50779464	7.077883864	5.906890596	6.43629512	6.686500527	7.343407822	6.532940288	6.532940288	6.710117632	6.887525271	7.027905997	5.965784285	6.875288598	5.608809243	6.48703608	6.902073579	7.74348804	6.74819285	6.687900522	7.055282436	7.082149041	6.766860144	5.727920455	6.960001932	6.429615964	6.483815777	6.257387843	5.655351829	6.011227255	6.741466986	6.969242604	6.937815169	6.97384084	7.14974712	6.135452784	6.381975479	6.736063628	6.77478706	6.860466259	7.067165427	5.867896464	7.083213368	6.645298164	6.373300197	6.397460726	6.871597266	6.54225805	7.110613806	6.141596278	6.572889668	7.464341533	5.791814071	6.607330314	6.690696444	6.447909749	6.656782364	6.987548259	6.616181231	6.787902559	6.74281467	6.765534746	7.185866545	6.343407822	6.394033895	7.188836073	6.770829046	6.341630009	7.50779464	6.874059203	6.442943496	6.371558863	7.135452784	6.431288654	7.304693557
ITIH2	5.981852653	6.824004051	6.102238194	6.560714954	6.808642468	7.200653436	7.509379149	7.46760555	6.970393538	7.158862106	5.224966365	6.905687849	6.334496768	7.742140985	6.982993575	5.658211483	7.136478518	6.696272084	6.48703608	5.165911939	6.330916878	7.701826258	7.966937979	7.587964989	6.17990909	6.211401637	6.577428828	5.266786541	6.385431037	6.139551352	7.337175869	6.880195729	7.356672044	6.161887682	8.92243574	6.992088609	7.754887502	6.97384084	6.772149591	6.729280846	7.230741003	6.368069877	7.170926525	6.818901676	5.9795681	6.343407822	6.850499414	7.514911265	7.232660757	8.403012024	7.087462841	7.429615964	6.993221467	6.024585638	7.267723052	6.575917361	6.529820947	6.399171094	6.345183447	7.832257114	6.589463893	7.269594252	6.715618859	7.778734244	6.656782364	6.040015679	7.432959407	7.092757141	7.122051448	7.311067102	7.034523875	5.578938713	6.740118043	6.669593751	6.249824549	6.296457407	7.452035274	6.857980995	6.736063628	6.955359305	7.113742166	7.649615459	6.422905743	7.130313146	5.689299161	6.534497434	7.472487771	6.874059203	7.21042783	6.642412773	7.714245518	7.037821465	7.765534746	7.06501215	7.112700133	7.942514505	7.135452784	6.475733431	8.345183447	7.266786541	6.366322214	6.43629512	6.998872454	6.076815597	6.793115555
ITIH4	6.416164165	7.63008507	5.776103988	7.321928095	8.024585638	7.153805336	7.622051819	7.381110294	6.596935142	6.336283388	6.085339669	7.637349411	5.918863237	8.145167939	7.176921112	5.911691582	6.955359305	6.447909749	6.350497247	4.862947248	6.74819285	6.813781191	8.675251386	7.797661526	6.290940402	6.791814071	6.722466024	6.294620749	6.145677455	6.51412226	6.746850183	6.622051819	6.916476644	6.87282876	7.105384749	6.226893814	7.201633861	7.117902789	8.030667136	7.016808288	6.896029603	6.412781525	7.125155131	6.906890596	6.394033895	6.462706751	7.250772132	8.243173983	6.432959407	6.917670434	6.915281866	8.177419538	7.591709333	6.133399125	6.329123596	6.554588852	6.963474124	6.037821465	6.708739041	6.452858965	6.696272084	8.505017556	6.942514505	6.923624611	6.45779126	6.091699834	6.888743249	7.392317423	7.540709263	7.060695932	7.263034406	6.259272487	6.974988112	6.8008999	6.251719093	6.916476644	7.663202279	7.139551352	7.140574178	6.238404739	6.586464526	7.43629512	6.92243574	6.442943496	5.778734244	6.330916878	7.454504938	8.35974956	6.601399391	6.834154981	8.82527683	7.098032083	6.133399125	6.238404739	6.526694846	6.871597266	6.623515741	7.099084761	7.431288654	7.249824549	6.689299161	6.704595348	7.218199944	6.769507291	6.368069877
KNG1	8.286788759	6.617651119	7.043300754	7.352264173	7.603626345	7.038918989	7.379378367	6.617651119	5.951867504	7.01234519	6.268658955	6.762880293	6.617651119	7.985272714	6.574404309	6.501439145	7.899659026	6.165911939	6.778734244	5.951867504	6.876516947	7.269594252	7.279842694	6.936637939	8.256916297	6.404290064	6.093813673	6.501439145	5.137503524	7.39145842	7.815063017	6.141596278	8.206037546	7.41869595	6.155830172	7.55688919	7.728600811	6.94602899	8.178913785	7.258330473	7.112700133	7.245077275	6.311067102	7.448735798	5.526694846	7.330916878	7.168922782	7.193771743	5.632268215	8.551516018	6.48703608	6.996614715	6.577428828	6.893604905	5.692092375	7.087462841	5.875288598	5.638073837	7.403438163	5.364572432	6.224966365	6.563768278	6.395748328	8.270528942	5.692092375	6.325530332	6.173926932	6.772149591	6.785288981	7.812498225	6.925999419	7.019034669	6.569855608	6.652486495	6.48864354	6.512542955	7.175923742	6.693486957	7.358431429	7.284477118	6.274261661	6.002252452	6.100136671	8.105384749	5.247927513	8.001689668	6.221103725	6.789207575	6.949534933	6.887525271	7.001126665	7.302867361	9.434836695	5.675251386	6.161887682	7.95011843	6.191799501	6.610286657	6.725195817	6.809928866	6.050936965	7.105384749	6.517275693	6.238404739	6.407692649
