	N120B	N123B	N124B	N126B	N130B	N131B	N137B	N138B	N140B	N144B	N145B	N146B	N148B	N149B	N150B	N151B	N152B	N153B	N154B	N155B	N156B	N158B	N160B	N161B	N162B	N163B	N164B	N165B	N166B	N169B	N170B	N171B	N172B	N173B	N176B	N177B	N178B	N179B	N180B	N182B	N185B	N186B	N187B	N188B	N189B	N190B	N192B	N193B	N195B	N197B	N198B	N199B	N200B	N202B	N203B	N204B	N205B	N209B	N210B	N211B	N212B	N214B	N215B	N216B	N217B	N218B	N219B	N220B	N221B	N222B	N223B	N224B	N226B	N228B	N229B	N232B	N233B	N234B	N235B	N237B	N238B	N239B	N240B	N242B	N243B	N245B	N246B	N247B	N248B	N250B	N251B	N254B	N255B	N256B	N257B	N258B	N259B	N260B	N261B	N263B	N264B	N265B	N266B	N267B	N268B	N269B	N270B	N153AB
LEG1	6.076815597	5.867896464	6.813781191	6.285402219	3.64385619	6.28169825	7.170926525	6.630813152	6.984133595	5.794415866	7.953032377	5.412781525	6.30560579	6.818901676	6.54689446	6.289096702	6.587964989	6.568336182	4.584962501	5.205548911	6.501439145	6.61176256	7.423746229	6.255500733	5.40599236	5.64385619	6.685099172	6.602884409	5.482202926	7.226893814	5.875288598	6.797012978	5.852997588	6.114783447	6.38024459	7.559950613	5.40599236	6.605849867	7.585713709	5.862947248	6.997744026	7.375908263	7.255500733	6.777419716	5.289096702	6.147713722	7.766197597	6.649615459	6.411087227	7.290018847	6.102238194	6.87774425	6.917670434	6.711494907	6.963474124	6.837943242	5.968090752	5.885086225	6.523561956	6.859224162	7.475733431	6.777419716	6.38024459	6.662490364	7.340740281	6.287250643	7.025693274	7.326429487	6.553053253	7.327328083	7.184875343	6.414473836	6.668175869	7.451211112	7.046578367	6.272396509	6.226893814	6.325530332	6.483815777	7.860466259	5.285402219	6.477353527	7.220136447	5.899659026	7.344295908	6.0	5.133399125	6.596935142	6.201633861	7.304693557	4.09592442	5.974988112	5.951867504	6.147713722	7.55228484	6.916476644	4.247927513	6.121015401	7.086401646	6.783980414	6.672425342	6.811214118	6.371558863	6.916476644	6.089582893	7.712183051	7.185866545	5.675251386
LEG3	5.754887502	6.369815424	5.968090752	6.599912842	4.061776198	6.125155131	6.62058641	6.40599236	6.865423978	5.817623258	6.82527683	5.557655155	6.985272714	6.020146573	6.048759312	6.354028938	6.721099189	6.757556689	5.153805336	4.949534933	6.636624621	7.339850003	6.551516018	5.572889668	5.62058641	6.348728154	6.793115555	6.139551352	5.646738698	6.199672345	6.327328083	6.325530332	5.847996907	6.189824559	5.925999419	6.373300197	5.822730148	6.238404739	7.408542042	6.076815597	6.517275693	7.92421868	6.602884409	6.470862199	5.692092375	6.004501392	7.348728154	6.441284272	6.125155131	6.652486495	6.213347282	6.503030646	7.585713709	6.51412226	6.232660757	7.092757141	5.981852653	5.783980414	6.070389328	6.449561375	6.581953751	6.914086097	6.251719093	6.545350645	6.727920455	5.968090752	7.081083929	6.862947248	5.921245889	5.937815169	6.330916878	6.447909749	5.791814071	7.063934306	6.64096791	6.151777655	5.981852653	6.253611152	6.421223299	7.299208018	6.183883459	6.559185866	7.023477152	6.300123725	6.876516947	5.491853096	5.157852169	5.906890596	6.230741003	6.123086751	4.485426827	6.181897643	5.575917361	6.366322214	7.01346226	5.902073579	4.672425342	6.121015401	7.019034669	6.964629667	6.033423002	5.904484098	6.62935662	6.296457407	6.261154673	6.464341533	6.636624621	5.736063628
LG3BP	6.221103725	5.599912842	6.87774425	5.070389328	4.786596362	8.242697768	6.48864354	5.224966365	7.118941073	6.004501392	8.292781749	4.842978832	4.867896464	9.064473329	5.354028938	6.534497434	6.270528942	6.498250868	5.429615964	7.36018867	6.085339669	7.650333754	6.441284272	7.412781525	7.076815597	6.412781525	6.849248703	7.596935142	7.395748328	6.447909749	5.608809243	7.270528942	5.09592442	6.102238194	5.921245889	7.226893814	4.566815154	6.974988112	7.396604781	6.459431619	7.478971805	7.505414609	8.180903709	6.381975479	7.264911693	7.626439137	5.937815169	6.653919873	5.426264755	7.173926932	7.856114234	6.887525271	7.495855027	5.783980414	7.747521673	6.366322214	6.864186145	5.532940288	5.416164165	6.770829046	6.451211112	5.744161096	5.658211483	7.0725346	6.520422249	8.266786541	6.51412226	6.131342539	7.206526016	7.212374788	7.099084761	5.897240426	5.995484519	6.323730338	6.318316841	6.411087227	5.422905743	5.343407822	6.068240861	7.721099189	4.807354922	6.348728154	6.770829046	4.602884409	7.912889336	6.355791547	5.017921908	6.404290064	6.173926932	5.705977902	5.760220946	7.0	6.556122818	6.498250868	7.472487771	7.094869433	6.129283017	7.530601415	7.426264755	7.006746832	6.388878339	6.803485376	5.837943242	6.279842694	6.495055528	8.039467438	7.017921908	8.428778891
GELS	6.980710829	5.48864354	7.271463028	5.958842675	4.121015401	6.911691582	7.43629512	6.730639956	7.148730779	5.638073837	8.117902789	7.05202456	5.689299161	7.383704292	6.914086097	6.812498225	6.73470962	6.376776572	5.091699834	6.259272487	6.820178962	6.159871337	7.6794801	6.595443985	5.429615964	5.402585758	6.562242424	6.62058641	6.540709263	7.411934625	5.942514505	6.822730148	6.830356747	6.336283388	6.543805176	7.661778098	5.956521363	6.841721581	7.20261362	6.249824549	6.614709844	7.102238194	7.692789835	6.97384084	5.855491443	6.004501392	6.891176125	7.245077275	6.153805336	7.118941073	6.672425342	6.619119511	6.646738698	6.307428525	6.551516018	6.195741293	6.459431619	5.783980414	6.941341105	6.986410935	7.615445725	7.214319121	6.984133595	7.311067102	7.748863715	5.797012978	7.092757141	6.980710829	6.526694846	7.221103725	7.290940402	6.385431037	6.572889668	7.6395216	6.642412773	5.904484098	6.782670659	6.832890014	6.636624621	7.475733431	4.061776198	6.569855608	7.422064766	6.708739041	7.572889668	5.760220946	5.121015401	6.673839056	5.923624611	6.942514505	5.768184325	6.247927513	5.995484519	6.336283388	7.623515741	7.442943496	6.434628228	6.892391026	7.242221395	7.069315495	6.740118043	7.102238194	6.325530332	7.181897643	6.091699834	8.116343961	7.942514505	6.752213368
LTBP1	6.447909749	7.244125943	6.888743249	6.997744026	4.5360529	7.006746832	6.906890596	6.871597266	7.133399125	5.781359714	7.086401646	6.891176125	5.51412226	7.356672044	6.62058641	6.719731057	6.232660757	6.712870868	5.504620392	6.793115555	7.112700133	6.658211483	7.111657346	7.115823977	5.741466986	5.478971805	6.95419631	6.183883459	7.917073663	6.757556689	5.626439137	6.411087227	6.632268215	6.915281866	6.665335917	7.611024797	5.875288598	6.976134473	7.370687407	7.30103885	7.207502459	6.86913112	7.807354922	7.306517445	5.850499414	6.523561956	6.232660757	7.206526016	6.368069877	6.357552005	6.881419908	6.503030646	6.690696444	6.663913842	6.797012978	5.375039431	6.693486957	6.098032083	7.224966365	7.43629512	6.832890014	6.808642468	5.87774425	7.499845887	6.442943496	6.447909749	6.431288654	6.147713722	6.201633861	7.043300754	7.326429487	6.155830172	7.135452784	6.930737338	6.917670434	5.770829046	7.221103725	6.498250868	7.0	6.399171094	5.669593751	6.323730338	6.462706751	6.925999419	6.772149591	5.617651119	5.22881869	6.520422249	6.745506266	7.592457037	6.053111336	6.089582893	6.942514505	6.43629512	6.699051844	6.906890596	5.958842675	6.553053253	6.804776378	6.307428525	7.099084761	6.99095486	6.195741293	6.949534933	6.553053253	7.038918989	6.947198584	6.918863237
LTBP2	6.526694846	6.910492832	6.798309782	7.39145842	4.087462841	7.382840144	6.482202926	6.409390936	6.992088609	6.285402219	6.427941333	6.491853096	5.974988112	6.864186145	6.447909749	7.235535607	6.139551352	6.672425342	5.918863237	6.388878339	7.447909749	7.238404739	6.97384084	7.11997861	5.850499414	5.551516018	7.081083929	6.163901214	7.680183682	6.565292521	5.949534933	6.622051819	7.142617655	6.0725346	6.958842675	7.192785959	6.193771743	7.470862199	7.154818109	6.499845887	7.121015401	6.607330314	7.265849421	7.045486656	5.83541884	6.716990894	6.885086225	6.694880193	6.472487771	6.896029603	6.758889433	6.424586226	7.151777655	7.682994584	7.417008587	5.797012978	6.752213368	6.171927354	6.951867504	7.449561375	6.942514505	6.638073837	6.244125943	6.556122818	6.539158811	6.057450272	6.860466259	6.652486495	6.383704292	7.309248961	6.836681593	6.73470962	7.263034406	6.765534746	6.169925001	5.892391026	6.100136671	6.118941073	6.682292371	6.610286657	5.554588852	6.961160258	6.662490364	6.777419716	6.876516947	5.526694846	5.06608919	6.808642468	6.745506266	6.752213368	5.083213368	5.972692654	6.12722055	6.474111514	7.347842794	7.068240861	5.247927513	6.037821465	7.357552005	6.217230716	6.404290064	6.687900522	6.572889668	7.268658955	6.534497434	6.887525271	6.941341105	6.485426827
LUM	7.163901214	7.110613806	2.292781749	7.459431619	4.857980995	6.020146573	6.183883459	7.62935662	7.505414609	6.903279342	4.711494907	6.749534268	6.264911693	7.261154673	6.416164165	7.715618859	6.783980414	7.341630009	5.465974465	6.290940402	7.71630504	6.845490051	6.226893814	7.284477118	6.255500733	6.074676686	7.504620392	5.472487771	6.793115555	5.986410935	7.354910512	6.528258743	7.173926932	5.722466024	6.645298164	6.592457037	5.921245889	6.8008999	5.354028938	6.526694846	5.860466259	6.998872454	5.307428525	6.678071905	5.181897643	6.266786541	6.54689446	6.719731057	7.315602457	7.307428525	7.118941073	7.211401637	7.171927354	7.285402219	6.395748328	6.970393538	7.262094845	6.694880193	7.173926932	6.782670659	7.627898616	6.997744026	7.581953751	6.517275693	6.376776572	5.789207575	7.782670659	6.211401637	5.822730148	7.098032083	7.089582893	7.111657346	6.906890596	5.145677455	6.733354341	6.994353437	6.475733431	6.642412773	7.274261661	7.112700133	7.711494907	6.770829046	6.64385619	6.091699834	4.852997588	6.840463234	6.015693807	7.409390936	6.789207575	5.581953751	7.894817763	6.565292521	6.512542955	6.934280594	6.663913842	7.388017285	4.112700133	4.716990894	5.9795681	6.531381461	7.029011087	6.207502459	7.086401646	7.441284272	7.881419908	6.264911693	6.276124405	6.368069877
MGP	8.619853147	5.247927513	7.340740281	6.761551232	3.336283388	5.809928866	5.022367813	6.553053253	7.227856573	6.102238194	5.307428525	7.437960088	4.504620392	7.01234519	6.224966365	4.10433666	4.255500733	6.238404739	5.904484098	7.016808288	7.461070114	5.325530332	7.9795681	6.28169825	4.916476644	2.925999419	5.346956889	4.760220946	5.935459748	7.434628228	4.452858965	6.04220656	7.887525271	7.241268177	5.970393538	6.177917792	8.271463028	5.602884409	6.373300197	5.469234794	4.201633861	8.207990433	5.923624611	7.827819025	6.419538892	6.799605422	5.14974712	6.327328083	6.048759312	4.300123725	7.376776572	7.091699834	6.381975479	5.074676686	4.300123725	3.510961919	6.789207575	4.944858446	7.73470962	5.61176256	4.129283017	4.842978832	6.690696444	5.074676686	4.554588852	5.368069877	5.797012978	2.350497247	5.263034406	5.944858446	5.935459748	8.170926525	7.361943774	4.968090752	6.414473836	4.217230716	7.027905997	8.321477182	6.017921908	4.061776198	3.916476644	6.669593751	5.719731057	7.437127844	5.449561375	4.694880193	4.981852653	6.565292521	7.160879862	8.503030646	4.510961919	6.48058827	5.638073837	5.947198584	5.364572432	5.426264755	4.061776198	6.651051691	4.700439718	6.193771743	6.395748328	6.937815169	5.725195817	5.350497247	3.666756592	4.882643049	6.62497818	5.332707934
MXRA5	6.199672345	6.965784285	5.815063017	6.044394119	5.683696454	6.659639187	5.318316841	6.791809376	6.82527683	6.976773486	5.655351829	6.548436625	6.06608919	6.070389328	6.329123596	6.184689276	6.596935142	6.22881869	6.055282436	7.822730148	6.400879436	7.71630504	5.48864354	6.669593751	7.38024459	6.984133595	7.571373436	6.173926932	5.532940288	6.744161096	6.723831566	6.714245518	5.963474124	6.044394119	6.855491443	6.223036338	5.754887502	5.891499932	6.399171094	6.292781749	7.186857067	6.145677455	5.722466024	6.694880193	6.283551423	6.22881869	6.46956002	5.830862325	6.439455857	6.401395457	6.23457796	6.676662335	6.395748328	6.6043679	6.037821465	7.152791852	6.891176125	6.790511412	5.820178962	6.721099189	5.754887502	7.17990909	6.816343705	6.321928095	6.263034406	7.677367292	6.566815154	6.283551423	7.612499946	5.371558863	5.970393538	7.027905997	5.017921908	5.989250671	6.037821465	6.719731057	5.961160258	6.785288981	5.995484519	6.768184325	6.785288981	7.010108453	5.925999419	6.444600814	5.566815154	7.385431037	5.618779926	7.071462363	6.14974712	5.762880293	6.529820947	5.768184325	6.504620392	6.17990909	6.131342539	6.442320356	6.822730148	7.622783966	7.011227255	6.62058641	5.432959407	5.217230716	7.770829046	6.246594568	6.593951284	5.936046084	6.223036338	6.341630009
MIME	7.366322214	7.128252152	4.185866545	7.730639956	3.596935142	5.5360529	6.822730148	7.702519029	7.412781525	5.719731057	6.559185866	7.201633861	6.029011087	7.95419631	6.461070114	8.017921908	6.520422249	6.76420813	5.875288598	5.683696454	7.766860144	6.355791547	6.970393538	7.955359305	5.189824559	5.141596278	7.11997861	5.10433666	7.956521363	7.169925001	6.75087444	7.056366761	6.475733431	6.638073837	7.111657346	7.621319301	5.956521363	7.102238194	5.87282876	7.01234519	6.456149035	7.019034669	6.758889433	6.437960088	4.754887502	6.255500733	7.581953751	7.339850003	7.472487771	7.516487981	6.847996907	7.588714636	7.836050355	7.994353437	7.763544364	5.593951284	7.673132372	6.826548487	7.667466405	7.960581211	8.182890893	7.084276911	6.58345891	6.785288981	7.09592442	5.554588852	7.022367813	7.687900522	6.364572432	7.400025518	7.989252565	7.150762744	7.495855027	6.411087227	6.770829046	6.553053253	6.985272714	6.432959407	7.354028938	7.437960088	5.770829046	6.348728154	6.891176125	6.6794801	6.855491443	6.076815597	4.145677455	7.569096095	7.198690586	6.996614715	6.574404309	6.876516947	6.339850003	6.599912842	7.338959175	8.031218731	3.232660757	5.48864354	6.116863758	6.209453366	6.992088609	6.761551232	6.769507291	8.073606041	8.10433666	7.46515823	6.721099189	7.21916852
OLFL3	6.680886921	6.303780748	6.839203788	6.752213368	6.505777856	6.985272714	6.753551055	6.093813673	7.468420402	6.468615323	6.397460726	7.319220503	6.50779464	6.587964989	7.122051448	6.954936469	6.195741293	6.882643049	4.498250868	7.197708158	6.871597266	6.652486495	6.17990909	6.477353527	7.061776198	6.311067102	6.839203788	6.44625623	7.082149041	6.731518211	6.844234988	6.375039431	7.427103287	5.5360529	5.850499414	6.839024915	7.762215916	6.737416366	5.786596362	6.836681593	6.070389328	5.832890014	6.737416366	6.916476644	6.055282436	6.404290064	5.683696454	6.777076436	6.651051691	7.470048726	7.327328083	6.854568672	5.87036472	6.376776572	5.145677455	6.50779464	6.6395216	7.115823977	7.266786541	7.393175914	7.453682186	6.662490364	6.864186145	6.485426827	6.354028938	7.435461914	6.572889668	6.675328001	6.921245889	7.278914019	7.426264755	7.268658955	6.301953395	6.490249211	7.040015679	5.984133595	6.83541884	6.503030646	6.424586226	6.357552005	6.334496768	6.495055528	6.865423978	7.273329387	5.605849867	6.894817763	5.76882156	6.74819285	6.75087444	6.345183447	7.760220946	5.459431619	6.756222713	7.366322214	6.381975479	7.140574178	5.599912842	7.214319121	5.760220946	6.173926932	5.857980995	6.211401637	7.040015679	6.534497434	6.754887502	6.871597266	6.301953395	7.250772132
OMD	7.025693274	5.392317423	6.482202926	6.171927354	3.916476644	6.571373436	5.459431619	7.015693807	8.31152128	5.961160258	6.592577521	6.209453366	6.354028938	7.482202926	5.860466259	6.754887502	6.483815777	7.454504938	5.708739041	7.451211112	7.830990481	7.442943496	7.225930411	6.805816789	6.813927117	5.609752674	7.384567923	6.616623116	7.867896464	6.6794801	5.942514505	7.099284135	6.98242682	6.994353437	7.40599236	6.307428525	5.97837615	6.491853096	5.894817763	7.6395216	6.435699505	6.908092341	6.118941073	7.389738879	6.787902559	7.034523875	5.956521363	6.632268215	7.272396509	6.526694846	6.057450272	6.846744023	8.636624621	7.124958033	6.387525791	6.781147782	6.776165452	5.925999419	6.773468928	7.440453944	6.779464048	5.8899602	6.203592714	5.638494348	6.011227255	5.904484098	7.768184325	6.543805176	6.54601763	6.911691582	7.101187815	7.282625134	8.378078056	5.307428525	6.752213368	6.404290064	5.9795681	5.852997588	7.498250868	5.972692654	7.029011087	6.482202926	6.741539308	6.507145328	6.466424238	5.343407822	5.10433666	6.352264173	6.48864354	7.049848549	8.34739991	6.745506266	6.829285148	6.033423002	6.48058827	7.671010241	5.608809243	6.253611152	6.263034406	6.193771743	7.681174245	6.593951284	6.174490602	6.958842675	6.303780748	6.211401637	6.294620749	7.666046429
OSTP	6.270528942	3.632268215	5.545350645	6.499845887	3.87774425	5.678071905	5.133399125	6.948367232	6.549977143	5.744161096	1.485426827	7.811856314	4.572889668	6.131342539	7.316507819	2.765534746	5.694880193	7.319220503	7.419538892	5.923624611	5.06608919	7.329123596	7.34251919	2.847996907	7.989252565	4.99095486	4.760220946	3.689299161	4.161887682	7.262094845	2.292781749	6.474111514	7.405141463	7.334496768	6.110613806	5.995484519	7.918863237	4.145677455	3.121015401	5.177917792	2.786596362	5.432959407	5.66106548	7.187846909	6.902073579	6.574404309	4.64385619	4.300123725	7.320123598	3.432959407	5.815063017	6.568336182	5.465974465	2.378511623	3.837943242	3.897240426	6.402585758	7.059614856	5.321928095	3.5360529	4.343407822	4.930737338	4.812498225	4.177917792	4.897240426	5.689299161	4.452858965	3.678071905	6.633721813	3.498250868	6.14974712	8.166414183	5.8899602	4.008988783	3.689299161	3.797012978	5.860466259	7.868513924	7.885086225	3.510961919	7.58044702	5.802193217	2.944858446	7.319220503	3.087462841	6.153805336	3.963474124	6.015693807	6.837943242	6.23457796	4.560714954	7.195741293	7.006746832	6.876516947	3.700439718	4.590961241	4.944858446	9.913787	3.277984747	5.361066489	6.817623258	6.617651119	6.737416366	4.070389328	4.053111336	4.683696454	4.744161096	5.040015679
POSTN	5.311067102	6.6794801	3.797012978	6.851749041	3.887525271	6.716990894	6.343407822	6.283551423	7.75087444	5.885086225	5.429615964	4.548436625	6.804776378	6.348728154	6.017921908	6.416164165	7.76420813	6.727920455	4.817623258	5.87036472	8.185866545	7.406842755	5.44625623	6.404290064	5.961160258	7.034523875	7.145677455	6.572889668	5.402585758	5.689299161	7.504620392	5.82527683	4.638073837	6.155830172	7.240314329	6.658211483	6.173926932	6.357552005	6.193771743	5.820178962	7.292781749	7.827183896	5.416164165	7.142617655	5.82527683	6.572889668	5.865423978	5.754887502	7.539934245	7.198690586	6.719731057	6.290940402	7.188836073	7.241268177	6.705977902	7.147713722	5.649615459	6.610286657	5.972692654	6.619119511	6.933100475	6.712870868	6.515699838	6.059614856	6.209453366	5.832890014	7.527477006	7.056366761	7.062855655	5.741466986	6.710117632	6.912889336	6.619119511	5.321928095	6.847996907	7.061776198	5.09592442	7.100136671	6.354028938	7.917073663	6.551516018	6.744161096	6.383704292	5.860466259	5.017921908	5.711494907	5.057450272	6.626439137	5.911691582	5.602884409	4.738767837	6.736063628	5.129283017	7.068240861	6.875288598	5.336283388	5.087462841	5.928370323	7.693486957	7.543805176	6.762880293	6.329123596	7.45532722	7.226893814	6.963474124	4.749534268	5.584962501	5.791814071
PODN	7.395748328	5.977279923	5.459431619	7.514911265	4.560714954	6.704595348	6.506208389	6.587964989	6.881419908	6.726558779	6.14974712	7.283551423	6.58044702	6.897240426	6.257387843	6.613236955	7.075746538	6.752213368	6.177917792	6.033423002	6.958842675	6.044394119	6.485426827	7.116863758	6.638073837	6.255500733	6.551516018	6.62058641	6.338067798	6.366322214	6.813781191	6.636624621	6.539158811	6.257387843	6.804776378	6.399171094	6.419538892	6.760220946	6.157852169	6.30560579	6.777419716	6.478971805	6.338067798	6.933100475	6.478971805	7.44625623	5.930737338	7.019034669	6.807354922	6.510961919	6.864186145	7.366322214	6.994353437	6.668175869	5.830356747	6.272396509	7.300123725	6.785288981	8.0725346	5.259272487	6.323730338	6.419538892	7.070389328	6.165911939	6.813781191	7.634448062	6.510961919	6.277984747	6.510961919	5.66106548	6.730639956	7.014578465	7.274261661	6.129283017	6.678071905	6.272396509	7.111657346	6.593951284	6.910492832	6.422905743	6.048759312	6.972692654	6.464341533	6.899659026	6.352264173	6.64385619	5.797012978	7.185866545	6.745506266	7.29553937	6.970393538	6.197708158	7.270528942	6.760220946	6.290940402	6.876516947	4.40599236	5.840463234	5.847996907	6.770829046	6.941341105	6.151777655	7.608069968	6.727920455	7.027905997	6.419538892	6.871597266	7.378511623
