	N120B	N123B	N124B	N126B	N130B	N131B	N137B	N138B	N140B	N144B	N145B	N146B	N148B	N149B	N150B	N151B	N152B	N153B	N154B	N155B	N156B	N158B	N160B	N163B	N164B	N165B	N166B	N169B	N170B	N171B	N172B	N173B	N176B	N177B	N178B	N179B	N180B	N182B	N185B	N186B	N187B	N188B	N189B	N190B	N192B	N193B	N195B	N197B	N198B	N199B	N200B	N202B	N203B	N204B	N205B	N209B	N210B	N211B	N212B	N214B	N215B	N216B	N217B	N219B	N220B	N221B	N222B	N223B	N224B	N226B	N228B	N229B	N230B	N232B	N233B	N234B	N235B	N237B	N238B	N240B	N243B	N245B	N246B	N247B	N248B	N250B	N254B	N255B	N256B	N257B	N258B	N259B	N261B	N263B	N264B	N265B	N266B	N267B	N268B	N269B	N270B	N153AB
PLF4	4.968090752	5.501439145	8.948075158	6.949534933	7.164906927	8.002815016	4.217230716	5.749534268	5.958842675	5.972692654	6.439623138	5.683696454	8.962896005	6.274261661	5.578938713	5.62935662	5.62935662	5.137503524	7.346956889	7.217230716	6.402585758	5.569855608	6.531381461	7.442114122	8.334943631	5.40599236	6.696272084	6.46760555	6.074676686	6.197708158	5.251719093	7.011227255	9.941194363	6.364572432	7.346070441	6.995484519	8.736063628	5.993221467	8.981852653	7.795065583	6.346956889	5.937815169	6.044394119	6.459431619	4.523561956	5.830356747	7.392317423	5.899659026	8.061236166	7.980139578	6.721099189	4.62058641	6.350497247	4.523561956	5.416164165	6.842978832	6.806066226	7.4749227	5.887525271	5.452858965	6.102238194	5.125155131	8.928666412	5.608809243	6.970393538	5.815063017	5.914086097	5.762880293	7.442943496	5.744161096	5.008988783	6.947198584	6.357552005	5.638073837	4.602884409	6.708739041	6.141596278	6.714245518	5.008988783	6.085339669	7.087462841	5.809928866	7.82527683	7.011227255	6.799605422	5.548436625	7.251719093	6.354028938	6.397460726	6.95070169	6.199672345	6.397460726	6.736063628	4.292781749	6.123086751	7.608069968	5.949534933	5.887525271	6.934280594	4.485426827	5.161887682	6.575917361
PTN	4.705977902	7.943686952	6.470862199	6.173926932	7.704595348	4.510961919	6.715618859	6.997744026	5.432959407	5.675251386	5.318316841	8.915281866	7.550746785	4.364572432	6.885086225	5.842978832	6.532940288	7.29186137	7.196725061	5.686500527	6.501439145	6.112700133	5.498250868	5.778734244	5.806335765	6.312882955	6.673839056	9.585525943	6.336283388	4.897240426	7.007868243	6.369815424	5.332707934	5.270528942	6.662490364	6.156585209	8.290018847	6.173926932	6.222589862	7.413627929	4.995484519	9.833996921	5.708739041	5.602884409	5.03562391	5.504620392	7.346956889	5.666756592	7.133399125	8.068240861	7.163901214	6.298291731	6.75087444	5.99095486	5.86821962	9.003096215	6.754887502	6.668175869	9.250535294	5.82527683	5.078951341	5.274261661	5.51412226	6.686500527	8.612868497	4.791814071	6.623515741	6.757556689	7.098032083	7.203592714	5.850499414	7.132318193	7.962317655	5.01346226	6.123086751	6.050936965	5.336283388	5.070389328	5.700439718	5.125155131	7.578938713	6.324777378	4.54225805	8.130518034	6.404290064	6.424341473	6.05811836	6.960001932	5.587964989	7.209453366	8.428649476	5.832633064	5.923624611	6.040015679	5.161887682	5.867896464	6.650988868	7.521992956	7.381975479	7.370687407	7.427941333	7.136478518
PXDC2	6.259272487	6.217230716	7.111657346	6.452858965	6.0	4.797012978	6.804776378	6.257387843	6.73470962	7.727239777	6.141596278	7.316507819	6.048759312	6.470862199	7.469234794	6.540709263	7.76884596	6.416164165	5.439623138	7.106432078	7.055282436	7.109569509	6.061776198	6.046578367	6.378511623	7.648177796	7.241268177	7.28169825	6.893604905	6.545350645	6.986410935	6.48864354	4.510961919	6.307428525	7.60659028	6.31739685	7.585713709	6.653919873	6.033423002	7.296457407	6.5360529	7.150762744	6.887525271	6.385431037	6.155830172	6.683696454	6.66106548	7.004501392	6.137503524	6.525129251	6.276124405	6.509379149	7.048759312	7.189824559	6.322759542	6.866660751	6.532940288	6.318316841	7.17292749	6.791814071	6.40599236	6.255500733	6.587964989	6.886306263	6.309248961	5.968090752	6.263034406	7.303780748	7.23457796	6.141596278	7.292781749	6.414473836	6.635173947	6.412781525	6.45779126	6.10433666	6.478971805	6.482202926	7.653919873	6.539158811	7.46760555	5.209453366	6.114783447	6.619119511	7.076815597	5.965784285	6.334496768	6.766860144	6.417852515	6.972692654	6.710117632	5.197708158	7.641690523	6.898450233	6.780047576	6.462706751	5.935459748	7.29186137	6.397460726	7.442114122	5.593951284	6.818901676
PCOC1	6.320123598	6.665335917	6.266786541	6.020146573	6.431288654	5.416164165	5.8899602	6.314696526	6.189824559	7.696272084	6.687900522	6.316507819	6.711494907	6.797012978	6.943686952	7.147713722	6.5360529	6.224966365	6.610286657	5.817623258	7.73470962	7.307428525	6.411087227	7.44625623	6.348728154	6.737416366	6.43629512	7.331812684	6.346956889	6.193771743	6.434628228	6.994353437	5.845490051	6.501439145	6.891176125	6.822730148	7.055282436	6.472487771	6.900866808	6.217230716	6.14974712	7.053111336	6.761551232	7.022367813	5.993221467	5.181897643	6.050936965	7.01234519	6.024585638	7.85237345	6.846744023	7.09592442	7.427103287	6.375039431	5.963474124	7.04220656	7.237448996	7.387155718	7.317412614	7.307428525	6.528258743	6.799605422	6.518849829	6.923624611	6.998872454	6.669593751	6.888743249	6.613236955	6.880195729	7.515699838	6.495055528	6.272396509	7.031218731	7.407692649	6.74281467	6.496654083	6.847996907	6.199672345	6.738767837	6.125155131	6.246027981	5.892391026	5.830356747	5.914086097	6.715618859	5.439623138	6.566815154	6.963474124	6.914086097	6.808642468	6.246027981	6.28169825	6.651051691	7.091699834	6.238404739	6.610286657	6.207502459	6.941341105	6.860466259	7.05202456	6.287250643	7.125155131
PRELP	5.54225805	8.060155495	7.948367232	6.94016675	7.12722055	5.332707934	6.475733431	6.04220656	8.74919903	6.738767837	5.9795681	7.046578367	7.417008587	5.830356747	8.237448996	5.974988112	6.671010241	6.137503524	6.526694846	6.323730338	6.961160258	6.622051819	6.50779464	6.185866545	5.669593751	6.686500527	6.38024459	7.343407822	6.093813673	6.543805176	6.155830172	6.729280846	6.311067102	6.165911939	5.802193217	6.795715007	7.191799501	6.167919866	8.054197294	5.902073579	7.010108453	6.673839056	7.05853297	6.223036338	5.786596362	6.300123725	6.808642468	6.98982022	6.831623937	7.613973587	6.648177796	7.077883864	7.208478242	6.592457037	5.617651119	6.894817763	6.185866545	6.984133595	6.836681593	6.736063628	6.135452784	6.057450272	6.464341533	6.781359714	6.279842694	5.64385619	6.207502459	6.145677455	6.230741003	6.87774425	6.339850003	6.114783447	5.822730148	5.652486495	6.17990909	6.338067798	6.294620749	6.108524457	5.988684687	5.593951284	5.860466259	6.465974465	5.705977902	7.167919866	6.543805176	6.116863758	6.707359132	6.147713722	5.981852653	6.352264173	6.99095486	5.161887682	5.209453366	6.031218731	6.10433666	6.58345891	6.402585758	6.778734244	7.889351853	6.589463893	6.098032083	6.48703608
LRP1	6.427941333	6.540709263	7.071462363	7.447083226	6.914086097	3.572889668	6.465974465	5.9795681	6.495055528	7.770829046	5.933100475	6.61176256	6.617651119	6.199672345	6.780047576	5.746850183	6.865423978	6.290940402	6.378511623	5.865423978	6.77478706	6.630813152	6.485426827	7.209453366	6.712870868	6.886306263	6.949534933	7.070389328	7.087462841	6.928370323	6.95419631	6.798309782	6.300123725	6.30560579	7.05853297	6.303780748	7.015693807	6.419538892	6.566815154	8.097505456	6.964629667	6.409390936	6.417852515	6.397460726	6.083213368	6.707359132	5.968090752	6.592457037	6.359310317	7.150762744	6.375039431	6.532940288	6.715618859	6.0	6.676662335	6.678071905	6.64096791	6.881419908	6.155830172	6.846744023	6.263034406	6.153805336	6.48058827	7.590212761	6.490249211	6.037821465	5.762880293	5.995484519	6.368069877	6.689299161	6.14974712	7.230741003	6.17990909	6.371558863	5.66106548	6.812498225	6.320123598	6.369815424	6.598424761	6.501439145	7.096978636	6.167919866	6.057450272	6.722466024	6.807354922	6.171927354	7.343407822	6.498250868	6.761551232	6.375039431	6.686500527	5.395748328	6.424586226	6.867896464	6.261154673	6.957682486	6.464341533	6.578938713	6.736063628	7.070389328	5.885086225	7.74281467
PROP	6.139551352	7.369815424	6.73470962	6.283551423	6.050936965	5.94016675	8.195741293	6.426264755	5.375039431	6.509379149	6.362820526	6.626439137	6.704595348	6.167919866	5.968090752	6.339850003	5.935459748	7.368069877	7.166916252	6.255500733	6.369815424	6.589463893	6.253611152	7.532161085	6.696272084	6.95070169	6.554588852	6.03562391	6.663913842	6.253611152	7.379378367	6.855491443	7.109569509	7.191799501	5.956521363	6.686500527	7.253611152	7.026800059	7.473299871	8.106432078	6.605849867	8.134939643	6.320123598	5.906890596	7.026800059	4.916476644	6.247927513	6.238404739	7.390598906	8.286788759	6.203592714	6.409390936	5.840463234	5.5360529	6.687900522	8.353146825	7.151777655	7.071462363	7.618385502	6.665335917	6.531381461	6.321928095	5.773468928	7.622783966	7.638073837	6.145677455	6.830356747	6.361066489	6.345183447	5.587964989	5.933100475	7.301953395	7.082149041	5.083213368	6.672425342	6.512542955	6.531381461	6.619119511	6.232660757	5.368069877	7.575161033	7.470862199	8.244125943	7.255500733	6.586464526	6.279842694	6.327328083	6.236492618	6.822730148	6.562242424	8.230260665	7.820817182	6.725195817	6.726558779	5.754887502	6.777419716	6.110613806	6.087462841	7.193771743	5.517275693	5.8899602	5.590961241
SAP	6.970393538	5.663913842	6.261154673	7.014578465	5.66106548	4.887525271	5.815063017	6.574404309	6.068240861	6.851749041	6.100136671	7.535275377	6.400879436	7.376776572	5.937815169	7.160879862	6.277984747	7.857980995	6.721099189	4.902073579	6.085339669	6.672425342	7.996614715	7.244125943	6.50779464	7.214319121	7.005624549	6.129283017	7.48703608	6.002252452	6.478971805	6.683696454	5.388878339	5.300123725	6.472487771	5.545350645	7.200653436	7.185866545	6.651051691	6.279842694	6.169925001	7.997179481	6.368069877	6.675251386	5.442943496	6.485426827	6.373300197	5.986410935	7.584210901	6.6794801	6.381975479	6.404290064	7.535275377	5.557655155	6.247927513	5.593951284	5.399171094	7.330020516	5.965784285	6.665335917	6.422905743	6.102238194	6.997744026	5.781359714	7.353146825	6.571373436	5.54225805	7.069315495	6.495055528	6.680886921	5.752213368	7.156841525	6.970393538	6.332707934	6.469234794	5.972692654	6.195741293	6.029011087	7.573647187	6.849248703	7.394033895	7.95419631	6.590961241	6.283551423	6.264911693	5.599912842	7.056366761	6.753551055	6.861707287	7.475733431	6.856736756	6.217230716	6.559185866	6.300123725	6.276124405	6.022367813	5.94016675	6.525129251	6.697662633	7.819540461	6.818901676	6.642412773
AMBP	6.701826258	6.283551423	7.279842694	5.649615459	7.355791547	6.244125943	6.758889433	6.232660757	5.277984747	6.203592714	7.026800059	6.240314329	6.94016675	6.266786541	6.247927513	7.106432078	7.738767837	6.268658955	6.320123598	6.409390936	7.99095486	6.087462841	6.033423002	6.993221467	6.626439137	6.616181231	6.114783447	7.824640581	6.409390936	6.381975479	6.61176256	7.918266959	6.329123596	6.710117632	6.298291731	6.678071905	6.883865155	6.0	6.475733431	5.593951284	5.402585758	7.600656308	6.708739041	6.482202926	6.089582893	5.285402219	6.307428525	5.95419631	6.205548911	7.398316163	5.860466259	5.768184325	6.58044702	6.746850183	6.274261661	6.565292521	6.765534746	7.616916363	6.803485376	6.512542955	6.06608919	7.169925001	5.899659026	6.714245518	6.607330314	5.909293086	6.642412773	6.915281866	6.40599236	6.316507819	6.175923742	5.937815169	7.089582893	6.316507819	6.619119511	6.852997588	5.746850183	7.125155131	5.48864354	6.153805336	5.43629512	6.417852515	6.312882955	6.557655155	6.607330314	6.159871337	6.157852169	6.456149035	6.867896464	6.495055528	6.988684687	7.551516018	6.236492618	5.887525271	6.12722055	5.981852653	5.942514505	6.518849829	6.6395216	6.081083929	6.211401637	6.412781525
PDIA1	6.768184325	5.961160258	6.683696454	5.439623138	6.504620392	5.947198584	6.54225805	6.807354922	6.602884409	6.441284272	7.152791852	6.837943242	6.121015401	7.03562391	6.586464526	6.426264755	6.255500733	5.708739041	6.474111514	6.059614856	6.563768278	7.044394119	7.653919873	6.055282436	7.144658243	6.022367813	6.44625623	6.015693807	6.569855608	7.290940402	6.712870868	6.04220656	6.270528942	6.0725346	6.715618859	6.343407822	6.601399391	6.974988112	6.078951341	5.807354922	7.797012978	5.307428525	6.716990894	6.934280594	6.153805336	6.469234794	5.842978832	6.62935662	5.419538892	5.911691582	6.745506266	6.887525271	6.323730338	6.392317423	7.76420813	5.947198584	6.773468928	5.004501392	6.366322214	6.575917361	7.253611152	7.076815597	6.701826258	6.587964989	5.385431037	6.651051691	6.783980414	6.444600814	6.332707934	6.721099189	6.320123598	6.289096702	6.586464526	6.712870868	6.906890596	6.421223299	6.587964989	6.543805176	7.615445725	6.849248703	6.091699834	6.499845887	6.452858965	5.885086225	6.421223299	5.64385619	6.050936965	6.432959407	6.45779126	7.111657346	5.714245518	5.087462841	7.056366761	6.920055055	6.482202926	6.375039431	6.847996907	6.614709844	6.298291731	6.059614856	6.361066489	6.371558863
S10AA	6.987548259	6.642412773	7.152791852	6.539158811	6.586464526	4.87774425	6.04220656	6.427941333	6.277984747	7.45779126	6.776103988	6.232660757	6.474111514	7.304693557	6.456149035	7.002252452	6.439623138	7.01346226	6.619119511	5.94016675	5.916476644	6.45779126	6.851749041	6.614709844	6.934280594	6.943686952	6.703211467	5.495055528	7.315602457	6.327328083	6.394033895	6.482202926	6.264911693	6.022367813	7.286326727	6.968090752	6.131342539	6.855491443	6.707359132	7.590212761	7.520422249	6.437960088	6.756222713	7.323730338	5.993221467	7.505414609	6.675251386	7.0	6.548436625	6.744161096	6.520422249	6.885086225	6.705977902	6.646738698	7.227856573	6.816343705	6.45779126	6.711494907	6.159871337	6.816343705	6.765534746	6.321928095	6.290940402	6.910492832	6.649615459	6.556122818	6.22881869	5.689299161	6.590961241	7.754219433	5.51412226	6.598424761	6.733354341	6.645298164	6.493455201	6.844234988	6.916476644	6.301953395	6.622051819	6.914086097	6.169925001	7.311975314	5.781359714	6.474111514	6.517275693	6.189824559	7.536830005	6.213347282	6.756222713	6.710117632	5.993221467	5.830356747	6.303780748	6.855491443	6.04220656	6.447909749	6.768184325	6.230741003	6.320123598	6.133399125	6.854245054	6.6794801
S10AB	6.6043679	6.817623258	6.733354341	6.263034406	6.357552005	4.711494907	6.407692649	6.537606691	6.94016675	7.94602899	6.272396509	7.053111336	5.95419631	7.233619677	6.444600814	6.826548487	6.230741003	7.146695948	6.462706751	4.892391026	6.364572432	7.361943774	7.139551352	6.383704292	7.023477152	7.118941073	7.004501392	5.354028938	6.944858446	7.503825738	6.622051819	5.791814071	6.059614856	5.692092375	7.130313146	6.783980414	5.802193217	7.187846909	5.719731057	6.820178962	7.368942914	6.930737338	6.565292521	6.797012978	6.131342539	6.777419716	6.102238194	6.610286657	5.832890014	6.323730338	6.181897643	6.929554316	6.008988783	5.768184325	7.178913785	5.958842675	6.554588852	6.439623138	6.125155131	7.029011087	7.171927354	6.947198584	6.852997588	6.520422249	7.106432078	6.348728154	6.456149035	6.686500527	6.461070114	7.248876343	6.017921908	6.613236955	6.757556689	7.668884984	5.965784285	5.741466986	7.019034669	6.276124405	7.21042783	7.525129251	6.470862199	7.317412614	5.977279923	6.350497247	6.595443985	5.892391026	7.652486495	6.290940402	6.730639956	7.17990909	5.99095486	5.368069877	6.378511623	6.694880193	6.364572432	6.565292521	6.572889668	6.44625623	6.491853096	6.213347282	6.87036472	6.201633861
S10AC	5.022367813	4.336283388	6.62497818	3.817623258	5.201585904	7.421223299	5.082365582	3.828233134	1.378511623	4.566815154	4.958842675	2.0	4.649615459	4.578938713	3.485426827	5.011338664	4.300123725	5.22448731	4.169925001	4.343407822	4.201633861	6.404290064	6.257387843	8.260684356	8.337621902	8.030667136	6.375039431	4.984464933	4.672425342	4.981852653	3.498250868	4.10433666	3.935459748	4.949534933	4.700439718	3.754887502	4.285402219	4.498250868	3.944858446	4.812498225	4.137503524	5.034294857	6.825879035	8.712870868	3.733354341	4.638073837	5.402585758	5.173926932	3.722466024	6.223036338	4.796205095	3.689299161	3.053111336	6.412781525	5.638073837	4.491853096	8.445842554	5.332816255	3.689299161	2.169925001	6.39890976	4.137503524	4.811102643	8.933985654	4.169925001	4.182872303	3.847491857	4.137503524	4.523561956	5.263034406	4.319816565	2.10433666	4.397473621	6.205548911	4.134066622	5.663913842	5.655757893	3.765534746	3.432959407	5.311067102	3.33334335	6.86913112	6.887525271	4.649615459	7.036723106	2.744161096	4.916476644	5.82527683	3.64385619	3.847996907	3.10433666	8.927185358	4.054188794	8.039467438	6.835918293	4.711494907	4.350497247	3.916476644	4.744161096	4.008988783	4.459431619	3.217230716
S10AD	6.114783447	6.930737338	5.343407822	5.845490051	6.528258743	5.10433666	6.110613806	6.314696526	6.141596278	7.22881869	5.708739041	7.190812368	6.427941333	6.871597266	5.850499414	6.627898616	5.465974465	6.575917361	8.251719093	4.802193217	6.236492618	6.656782364	4.749534268	7.057450272	4.357552005	6.102238194	7.463524373	5.94016675	7.131342539	5.914086097	5.83541884	6.598424761	6.040015679	5.770829046	6.46760555	7.503825738	7.311975314	6.898450233	6.394033895	6.712870868	7.040015679	8.054739967	7.307428525	6.76420813	5.675251386	7.03562391	6.744161096	7.040015679	6.381975479	8.288173968	6.58044702	5.82527683	5.700439718	5.899659026	5.017921908	7.137503524	5.963474124	7.229780167	7.276124405	6.110613806	6.669593751	6.283551423	6.472487771	7.233619677	6.350497247	5.416164165	6.528258743	6.51412226	6.725195817	7.653203362	6.929554316	6.51412226	7.54303182	6.815063017	6.321928095	6.577428828	7.28077077	6.459431619	6.321928095	7.29553937	7.115823977	6.760220946	5.892391026	7.12722055	6.675251386	5.722466024	7.928962441	6.04220656	6.599912842	7.126188211	6.708739041	6.368069877	6.412781525	6.024585638	5.935459748	6.602884409	5.995484519	6.662490364	5.722466024	7.491853096	7.0	7.100136671
S10A4	6.362820526	7.021257621	6.046578367	6.057450272	7.165911939	4.017921908	6.851749041	6.960001932	6.723831566	6.911691582	5.776103988	7.515699838	6.0725346	7.027905997	7.483009577	7.040015679	7.05202456	5.54225805	6.352264173	4.666756592	6.131342539	7.254556252	6.296457407	5.617651119	5.807354922	5.566815154	6.221103725	6.6794801	7.712183051	6.682292371	7.073606041	5.426264755	6.205548911	6.562242424	7.258330473	6.102238194	6.411087227	7.363696745	6.427941333	6.978424465	7.222070355	7.279842694	7.351380981	6.924812504	6.0	7.278914019	6.529820947	7.318316841	5.875288598	6.294620749	6.964629667	6.974988112	6.613236955	7.29186137	6.081083929	6.824004051	6.139551352	6.151777655	6.803485376	7.433794059	7.184875343	6.697662633	7.108524457	6.187846909	6.385431037	6.953032377	6.711494907	7.570614722	7.430452552	7.812498225	6.841721581	7.218199944	6.966937979	6.765534746	6.549977143	6.307428525	7.110613806	6.655351829	7.068240861	7.665335917	7.536830005	5.700439718	4.963474124	6.619119511	6.560714954	6.716990894	6.920055055	6.253611152	6.040015679	7.52277767	6.376776572	4.300123725	6.622051819	6.897240426	6.847996907	7.392317423	5.968090752	7.167919866	6.330916878	7.161887682	7.332707934	6.461070114
